participantId,group,instructionCondition,trialNumber,block,condition,userChoice,outcome,reactionTime,isCorrect
VarVol_001,A,No Instructions,1,block2,medium_noise,1,lose,0,0
VarVol_001,A,No Instructions,2,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,3,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,4,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,5,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,6,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,7,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,8,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,9,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,10,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,11,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,12,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,13,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,14,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,15,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,16,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,17,block2,medium_noise,1,lose,0,0
VarVol_001,A,No Instructions,18,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,19,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,20,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,21,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,22,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,23,block2,medium_noise,0,lose,0,1
VarVol_001,A,No Instructions,24,block2,medium_noise,1,lose,0,0
VarVol_001,A,No Instructions,25,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,26,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,27,block2,medium_noise,0,win,0,1
VarVol_001,A,No Instructions,28,block2,medium_noise,0,lose,0,0
VarVol_001,A,No Instructions,29,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,30,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,31,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,32,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,33,block2,medium_noise,1,lose,0,1
VarVol_001,A,No Instructions,34,block2,medium_noise,0,lose,0,0
VarVol_001,A,No Instructions,35,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,36,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,37,block2,medium_noise,0,lose,0,0
VarVol_001,A,No Instructions,38,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,39,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,40,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,41,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,42,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,43,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,44,block2,medium_noise,0,lose,0,0
VarVol_001,A,No Instructions,45,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,46,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,47,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,48,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,49,block2,medium_noise,1,win,0,1
VarVol_001,A,No Instructions,50,block2,medium_noise,1,lose,0,1
VarVol_002,A,No Instructions,1,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,2,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,3,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,4,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,5,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,6,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,7,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,8,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,9,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,10,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,11,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,12,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,13,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,14,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,15,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,16,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,17,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,18,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,19,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,20,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,21,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,22,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,23,block2,medium_noise,0,lose,0,1
VarVol_002,A,No Instructions,24,block2,medium_noise,1,lose,0,0
VarVol_002,A,No Instructions,25,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,26,block2,medium_noise,0,win,0,1
VarVol_002,A,No Instructions,27,block2,medium_noise,1,lose,0,0
VarVol_002,A,No Instructions,28,block2,medium_noise,0,lose,0,0
VarVol_002,A,No Instructions,29,block2,medium_noise,0,lose,0,0
VarVol_002,A,No Instructions,30,block2,medium_noise,1,win,0,1
VarVol_002,A,No Instructions,31,block2,medium_noise,1,win,0,1
VarVol_002,A,No Instructions,32,block2,medium_noise,1,win,0,1
VarVol_002,A,No Instructions,33,block2,medium_noise,1,lose,0,1
VarVol_002,A,No Instructions,34,block2,medium_noise,0,lose,0,0
VarVol_002,A,No Instructions,35,block2,medium_noise,1,win,0,1
VarVol_002,A,No Instructions,36,block2,medium_noise,1,win,0,1
VarVol_002,A,No Instructions,37,block2,medium_noise,0,lose,0,0
VarVol_002,A,No Instructions,38,block2,medium_noise,1,win,0,1
